latitude,longitude,store_name,code,location,imei
52.59319,13.32127,Wittenau,DE,Europe/Berlin,863033069630348925
35.85,117.7,Dongdu,CN,Asia/Shanghai,359043379931766569
41.47892,-87.45476,Schererville,US,America/Chicago,8630330696303481818
29.38242,70.91106,Alipur,PK,Asia/Karachi,863033069630348958
43.83125,5.03586,Cavaillon,FR,Europe/Paris,359043379931766759
45.9836,12.70038,Cordenons,IT,Europe/Rome,8630330696303481388
31.76212,-95.63079,Palestine,US,America/Chicago,8630330696303482410
43.91452,-69.96533,Brunswick,US,America/New_York,863033069630348545
50.71229,4.52529,Rixensart,BE,Europe/Brussels,359043379931766197
3.02013,30.91105,Arua,UG,Africa/Kampala,359043379931766411
38.54491,-121.74052,Davis,US,America/Los_Angeles,3590433799317662436
10.7375,122.9666,Talisay,PH,Asia/Manila,3590433799317662188
35.30889,139.55028,Kamakura,JP,Asia/Tokyo,863033069630348743
-21.41222,-42.19667,Miracema,BR,America/Sao_Paulo,3590433799317662485
41.9001,-71.08977,Taunton,US,America/New_York,359043379931766882
35.25064,-91.73625,Searcy,US,America/Chicago,359043379931766528
16.0438,120.4861,Manaoag,PH,Asia/Manila,863033069630348743
37.08819,-8.2503,Albufeira,PT,Europe/Lisbon,8630330696303481487
29.69221,72.54566,Hasilpur,PK,Asia/Karachi,8630330696303481784
44.98901,38.94324,Yablonovskiy,RU,Europe/Moscow,8630330696303482170
-19.32556,-41.25528,Resplendor,BR,America/Sao_Paulo,3590433799317661198
-33.79176,151.08057,Eastwood,AU,Australia/Sydney,359043379931766494
35.06544,1.04945,Frenda,DZ,Africa/Algiers,863033069630348792
31.28092,74.85849,Patti,IN,Asia/Kolkata,863033069630348669
37.30553,120.82747,Zhuangyuan,CN,Asia/Shanghai,863033069630348149
42.7,27.25,Aytos,BG,Europe/Sofia,8630330696303481941
34.21639,-119.0376,Camarillo,US,America/Los_Angeles,3590433799317662196
39.57582,-105.11221,Ken Caryl,US,America/Denver,3590433799317661594
32.44874,-99.73314,Abilene,US,America/Chicago,3590433799317661156
48.975658,14.480255,České Budějovice,CZ,Europe/Prague,8630330696303481842
12.95629,78.27539,Robertsonpet,IN,Asia/Kolkata,863033069630348891
38.55632,69.01354,Vahdat,TJ,Asia/Dushanbe,3590433799317662311
49.5099,6.74549,Losheim,DE,Europe/Berlin,359043379931766148
51.03427,5.37429,Houthalen,BE,Europe/Brussels,863033069630348909
13.73417,-89.71472,Sonzacate,SV,America/El_Salvador,359043379931766593
-4.42472,-41.45861,Pedro II,BR,America/Fortaleza,359043379931766338
36.27462,4.85668,Bordj Zemoura,DZ,Africa/Algiers,863033069630348412
49.820923,18.262524,Ostrava,CZ,Europe/Prague,863033069630348735
-7.0981,109.3243,Randudongkal,ID,Asia/Jakarta,3590433799317661776
-1.63333,13.58357,Franceville,GA,Africa/Libreville,863033069630348800
-34.88422,150.60036,Nowra,AU,Australia/Sydney,863033069630348586
44.99012,-123.02621,Keizer,US,America/Los_Angeles,3590433799317661420
38.91817,-78.19444,Front Royal,US,America/New_York,359043379931766833
40.55851,17.80774,Mesagne,IT,Europe/Rome,3590433799317661065
40.49748,44.7662,Hrazdan,AM,Asia/Yerevan,8630330696303481966
20.88953,-156.47432,Kahului,US,Pacific/Honolulu,3590433799317662113
-12.91667,-39.25,Muritiba,BR,America/Bahia,863033069630348362
8.56697,123.33471,Dipolog,PH,Asia/Manila,8630330696303481131
32.54278,111.50861,Danjiangkou,CN,Asia/Shanghai,3590433799317661305
30.46907,70.96699,Kot Addu,PK,Asia/Karachi,359043379931766296
20.22816,-103.5687,Zacoalco de Torres,MX,America/Mexico_City,3590433799317662212
7.6,4.18333,Olupona,NG,Africa/Lagos,863033069630348131
13.70727,9.15013,Mirriah,NE,Africa/Niamey,3590433799317661115
32.17629,75.06583,Fazilpur,PK,Asia/Karachi,3590433799317662238
6.9909,79.883,Hendala,LK,Asia/Colombo,863033069630348404
10.63504,-85.43772,Liberia,CR,America/Costa_Rica,359043379931766395
30.35028,112.19028,Jingzhou,CN,Asia/Shanghai,359043379931766387
47.05,15.46667,Sankt Peter,AT,Europe/Vienna,3590433799317661800
8.43333,99.96667,Nakhon Si Thammarat,TH,Asia/Bangkok,8630330696303481586
50.26729,-119.27337,Vernon,CA,America/Vancouver,863033069630348537
43.91452,-69.96533,Brunswick,US,America/New_York,359043379931766619
5.4709,100.24529,Batu Feringgi,MY,Asia/Kuala_Lumpur,3590433799317661651
4.88441,101.96857,Gua Musang,MY,Asia/Kuala_Lumpur,8630330696303481438
4.2475,9.00472,Idenao,CM,Africa/Douala,3590433799317661958
3.3285,99.1625,Tebingtinggi,ID,Asia/Jakarta,3590433799317662410
35.06544,1.04945,Frenda,DZ,Africa/Algiers,8630330696303481982
41.09246,45.36561,Qazax,AZ,Asia/Baku,8630330696303482303
28.54944,-81.77285,Clermont,US,America/New_York,3590433799317661412
48.21644,9.02596,Albstadt,DE,Europe/Berlin,8630330696303482105
9.6531,124.3697,Jagna,PH,Asia/Manila,359043379931766882
43.83125,5.03586,Cavaillon,FR,Europe/Paris,8630330696303481248
36.72544,3.55665,Thenia,DZ,Africa/Algiers,359043379931766718
11.8659,34.3869,Ar Ruseris,SD,Africa/Khartoum,863033069630348958
-8.28333,-35.03333,Cabo,BR,America/Recife,3590433799317661529
-1.26753,116.82887,Balikpapan,ID,Asia/Makassar,863033069630348628
54.90083,38.07083,Stupino,RU,Europe/Moscow,8630330696303481412
11.85,38.01667,Debre Tabor,ET,Africa/Addis_Ababa,8630330696303482261
33.7207,-116.21677,Indio,US,America/Los_Angeles,3590433799317661172
20.74122,-100.44843,Santa Rosa Jauregui,MX,America/Mexico_City,3590433799317662469
44.35056,142.45778,Nayoro,JP,Asia/Tokyo,863033069630348909
-7.51611,109.05389,Wangon,ID,Asia/Jakarta,359043379931766536
15.48131,-86.57415,Olanchito,HN,America/Tegucigalpa,359043379931766130
41.0051,-73.78458,Scarsdale,US,America/New_York,359043379931766866
8.56697,123.33471,Dipolog,PH,Asia/Manila,863033069630348875
38.58894,-89.99038,Fairview Heights,US,America/Chicago,359043379931766668
-11.48472,-37.93278,Rio Real,BR,America/Bahia,359043379931766411
-34.74785,-58.70072,Pontevedra,AR,America/Argentina/Buenos_Aires,359043379931766692
39.32288,-76.72803,Woodlawn,US,America/New_York,3590433799317661511
51.21667,6.26667,Schwalmtal,DE,Europe/Berlin,359043379931766957
35.72917,10.58082,Msaken,TN,Africa/Tunis,8630330696303481248
51.78771,56.36091,Saraktash,RU,Asia/Yekaterinburg,863033069630348990
10.7375,122.9666,Talisay,PH,Asia/Manila,8630330696303482451
52.4089,31.3237,Dobrush,BY,Europe/Minsk,359043379931766833
53.59337,9.47629,Stade,DE,Europe/Berlin,359043379931766106
55.75556,60.70278,Ozersk,RU,Asia/Yekaterinburg,8630330696303481180
5.6561,-75.87877,Andes,CO,America/Bogota,8630330696303481578
47.48444,36.25361,Polohy,UA,Europe/Zaporozhye,8630330696303481297
35.30889,139.55028,Kamakura,JP,Asia/Tokyo,863033069630348693
6.46346,-2.31938,Bibiani,GH,Africa/Accra,863033069630348040
-54.8,-68.3,Ushuaia,AR,America/Argentina/Ushuaia,863033069630348313
-37.9,145.18333,Wheelers Hill,AU,Australia/Melbourne,3590433799317662352
31.78336,35.23388,East Jerusalem,PS,Asia/Hebron,863033069630348883
41.72063,12.6723,Ariccia,IT,Europe/Rome,863033069630348131
16.75973,-93.11308,Tuxtla,MX,America/Mexico_City,8630330696303482261
-7.54972,110.71639,Ngemplak,ID,Asia/Jakarta,359043379931766072
15.58552,102.42587,Bua Yai,TH,Asia/Bangkok,8630330696303481222
-21.42917,-45.94722,Alfenas,BR,America/Sao_Paulo,863033069630348099
59.80917,30.38167,Shushary,RU,Europe/Moscow,359043379931766841
15.46063,99.89166,Thap Than,TH,Asia/Bangkok,359043379931766916
-31.95224,115.8614,Perth,AU,Australia/Perth,8630330696303481834
17.06542,-96.72365,Oaxaca,MX,America/Mexico_City,3590433799317661776
-38.16604,145.13643,Frankston South,AU,Australia/Melbourne,3590433799317661214
13.8196,100.04427,Nakhon Pathom,TH,Asia/Bangkok,359043379931766478
57.14369,-2.09814,Aberdeen,GB,Europe/London,3590433799317661529
35.20889,111.73861,Changzhi,CN,Asia/Shanghai,359043379931766916
39.96348,-4.83076,Talavera de la Reina,ES,Europe/Madrid,863033069630348891
55.67938,12.53463,Frederiksberg,DK,Europe/Copenhagen,8630330696303481594
19.32889,-99.32556,San Lorenzo Acopilco,MX,America/Mexico_City,863033069630348644
43.96222,43.63417,Novopavlovsk,RU,Europe/Moscow,3590433799317661081
53.63333,9.85,Halstenbek,DE,Europe/Berlin,8630330696303481107
-3.20333,-52.20639,Altamira,BR,America/Santarem,3590433799317662055
46.08333,122.08333,Ulanhot,CN,Asia/Shanghai,8630330696303481347
-22.92306,-53.13722,Loanda,BR,America/Sao_Paulo,3590433799317661263
59.80917,30.38167,Shushary,RU,Europe/Moscow,863033069630348008
14.46693,75.92694,Davangere,IN,Asia/Kolkata,8630330696303482162
23.9028,89.11943,Kushtia,BD,Asia/Dhaka,3590433799317662485
55.1904,30.2049,Vitebsk,BY,Europe/Minsk,8630330696303482147
46.08333,122.08333,Ulanhot,CN,Asia/Shanghai,3590433799317661792
51.39148,-0.29825,Surbiton,GB,Europe/London,3590433799317661651
10.13361,124.84472,Maasin,PH,Asia/Manila,3590433799317661453
-1.63333,13.58357,Franceville,GA,Africa/Libreville,8630330696303482279
-13.7804,34.4587,Salima,MW,Africa/Blantyre,8630330696303481214
37.13548,-3.67029,Las Gabias,ES,Europe/Madrid,863033069630348685
24.96334,10.18003,Ghat,LY,Africa/Tripoli,3590433799317662063
9.57046,76.32756,Kalavoor,IN,Asia/Kolkata,863033069630348149
11.15583,42.7125,Ali Sabieh,DJ,Africa/Djibouti,8630330696303481024
48.43174,17.8031,Hlohovec,SK,Europe/Bratislava,3590433799317662121
50.511002,14.150558,Terezín,CZ,Europe/Prague,3590433799317661636
41.75338,-86.11084,Granger,US,America/Indiana/Indianapolis,863033069630348461
59.33333,18.28333,Boo,SE,Europe/Stockholm,3590433799317662030
37.56667,140.11667,Inawashiro,JP,Asia/Tokyo,3590433799317661628
60.2052,24.6522,Espoo,FI,Europe/Helsinki,359043379931766312
38.96372,-76.99081,Chillum,US,America/New_York,863033069630348636
38.13708,41.00817,Silvan,TR,Europe/Istanbul,3590433799317662253
38.55632,69.01354,Vahdat,TJ,Asia/Dushanbe,3590433799317661693
23.18,88.58,Aistala,IN,Asia/Kolkata,8630330696303481487
38.38479,-0.76773,Novelda,ES,Europe/Madrid,863033069630348271
-20.88231,55.4504,Saint-Denis,RE,Indian/Reunion,3590433799317661552
53.37596,51.3452,Otradnyy,RU,Europe/Samara,8630330696303481883
0.03813,36.36339,Nyahururu,KE,Africa/Nairobi,8630330696303482477
9.15093,-79.62098,Chilibre,PA,America/Panama,3590433799317661958
12.04161,75.35927,Talipparamba,IN,Asia/Kolkata,3590433799317662022
51.40148,-1.32471,Newbury,GB,Europe/London,8630330696303481453
53.93361,37.92792,Kireyevsk,RU,Europe/Moscow,8630330696303481784
34.14251,-118.25508,Glendale,US,America/Los_Angeles,3590433799317661867
0.03813,36.36339,Nyahururu,KE,Africa/Nairobi,8630330696303482410
34.65918,109.22921,Yanliang,CN,Asia/Shanghai,3590433799317662097
2.2139,102.3278,Kampung Ayer Molek,MY,Asia/Kuala_Lumpur,8630330696303481081
48.78232,9.17702,Stuttgart,DE,Europe/Berlin,863033069630348511
53.94313,10.30215,Bad Segeberg,DE,Europe/Berlin,8630330696303481917
47.92526,-97.03285,Grand Forks,US,America/Chicago,3590433799317662188
38.17492,-122.2608,American Canyon,US,America/Los_Angeles,863033069630348925
-27.4338,-65.61427,Aguilares,AR,America/Argentina/Tucuman,8630330696303482063
55.67938,12.53463,Frederiksberg,DK,Europe/Copenhagen,863033069630348511
16.0438,120.4861,Manaoag,PH,Asia/Manila,863033069630348685
33.42585,-6.00137,Oulmes,MA,Africa/Casablanca,863033069630348248
33.93113,-117.54866,Norco,US,America/Los_Angeles,3590433799317661792
40.42386,-3.53261,San Fernando de Henares,ES,Europe/Madrid,3590433799317661321
51.78771,56.36091,Saraktash,RU,Asia/Yekaterinburg,359043379931766320
40.68066,-73.47429,Massapequa,US,America/New_York,8630330696303482212
52.53048,13.29371,Charlottenburg-Nord,DE,Europe/Berlin,3590433799317662055
9.58126,8.2926,Kafanchan,NG,Africa/Lagos,863033069630348586
58.7002,59.4839,Kachkanar,RU,Asia/Yekaterinburg,3590433799317661636
37.65639,126.835,Goyang-si,KR,Asia/Seoul,359043379931766296
25.13915,73.06784,Sheoganj,IN,Asia/Kolkata,8630330696303481487
4.02219,101.02083,Teluk Intan,MY,Asia/Kuala_Lumpur,3590433799317662022
-30.60106,-71.19901,Ovalle,CL,America/Santiago,863033069630348453
28.88162,120.03308,Guli,CN,Asia/Shanghai,3590433799317661008
46.08333,122.08333,Ulanhot,CN,Asia/Shanghai,359043379931766007
38.68712,-4.10734,Puertollano,ES,Europe/Madrid,359043379931766247
49.28669,1.00288,Elbeuf,FR,Europe/Paris,359043379931766304
34.25628,-78.04471,Leland,US,America/New_York,863033069630348404
36.19278,117.65694,Laiwu,CN,Asia/Shanghai,8630330696303481529
25.67927,-80.31727,Kendall,US,America/New_York,8630330696303482170
-33.79176,151.08057,Eastwood,AU,Australia/Sydney,359043379931766692
55.25,24.75,Ukmerge,LT,Europe/Vilnius,8630330696303482311
15.5439,73.7553,Calangute,IN,Asia/Kolkata,8630330696303482030
11.12018,76.11996,Manjeri,IN,Asia/Kolkata,3590433799317662493
36.06523,-119.01677,Porterville,US,America/Los_Angeles,8630330696303481396
46.32313,-0.45877,Niort,FR,Europe/Paris,863033069630348370
44.22639,22.53083,Negotin,RS,Europe/Belgrade,3590433799317661081
-4.5833,15.16554,Kasangulu,CD,Africa/Kinshasa,863033069630348966
60.2052,24.6522,Espoo,FI,Europe/Helsinki,3590433799317661925
0.46005,34.11169,Busia,KE,Africa/Nairobi,8630330696303481396
49.88307,-119.48568,Kelowna,CA,America/Vancouver,359043379931766767
52.71083,5.74861,Emmeloord,NL,Europe/Amsterdam,863033069630348586
26.2649,81.54855,Jais,IN,Asia/Kolkata,3590433799317661842
29.98869,122.20488,Zhoushan,CN,Asia/Shanghai,8630330696303481529
47.4943,-122.24092,Bryn Mawr-Skyway,US,America/Los_Angeles,8630330696303482360
35.72917,10.58082,Msaken,TN,Africa/Tunis,3590433799317661586
50.79205,-1.08593,Southsea,GB,Europe/London,3590433799317662246
40.78206,72.34424,Andijon,UZ,Asia/Tashkent,359043379931766395
15.79408,104.1451,Yasothon,TH,Asia/Bangkok,863033069630348651
28.54944,-81.77285,Clermont,US,America/New_York,8630330696303481438
35,136.51667,Komono,JP,Asia/Tokyo,8630330696303481495
8.88649,2.59753,Tchaourou,BJ,Africa/Porto-Novo,3590433799317661164
35.85,117.7,Dongdu,CN,Asia/Shanghai,863033069630348792
53.46506,-1.47217,Chapletown,GB,Europe/London,863033069630348909
11.93381,79.82979,Puducherry,IN,Asia/Kolkata,863033069630348339
34.77453,-96.67834,Ada,US,America/Chicago,3590433799317662147
36.64852,51.49621,Nowshahr,IR,Asia/Tehran,8630330696303481453
26.44931,91.61356,Rangia,IN,Asia/Kolkata,3590433799317661362
-28.24,-48.67028,Imbituba,BR,America/Sao_Paulo,863033069630348123
53.53395,33.72798,Zhukovka,RU,Europe/Moscow,863033069630348123
40.11583,67.84222,Jizzax,UZ,Asia/Samarkand,8630330696303481792
12.12278,-61.62498,Grenville,GD,America/Grenada,8630330696303481990
-26.22861,-52.67056,Pato Branco,BR,America/Sao_Paulo,863033069630348040
47.76232,-122.2054,Bothell,US,America/Los_Angeles,359043379931766213
-22.92306,-53.13722,Loanda,BR,America/Sao_Paulo,3590433799317661446
43.61092,3.87723,Montpellier,FR,Europe/Paris,863033069630348198
0.49113,29.47306,Beni,CD,Africa/Lubumbashi,863033069630348628
48.8449,17.22635,Skalica,SK,Europe/Bratislava,359043379931766981
-10.91111,-37.07167,Aracaju,BR,America/Maceio,863033069630348776
44.27804,-88.27205,Kaukauna,US,America/Chicago,863033069630348131
32.54044,-82.90375,Dublin,US,America/New_York,8630330696303481552
37.31065,13.57661,Agrigento,IT,Europe/Rome,359043379931766510
18.18158,76.03889,Osmanabad,IN,Asia/Kolkata,863033069630348461
12.35275,121.06761,San Jose,PH,Asia/Manila,8630330696303481537
9.91861,-68.30472,Tinaquillo,VE,America/Caracas,3590433799317662121
51.20219,7.36027,Radevormwald,DE,Europe/Berlin,3590433799317661818
48.812737,14.317466,Český Krumlov,CZ,Europe/Prague,8630330696303481271
-3.14306,-58.44417,Itacoatiara,BR,America/Manaus,8630330696303481701
43.71032,-1.05366,Dax,FR,Europe/Paris,3590433799317662493
57.14369,-2.09814,Aberdeen,GB,Europe/London,8630330696303481735
-3.20333,-52.20639,Altamira,BR,America/Santarem,8630330696303481065
0.76755,24.43973,Yangambi,CD,Africa/Lubumbashi,8630330696303481719
27.09978,-82.45426,Venice,US,America/New_York,863033069630348842
47.38093,-122.23484,Kent,US,America/Los_Angeles,3590433799317661446
34.86472,117.55417,Zaozhuang,CN,Asia/Shanghai,8630330696303481313
39.22493,42.85693,Patnos,TR,Europe/Istanbul,359043379931766841
27.71809,-82.35176,Sun City Center,US,America/New_York,3590433799317661503
26.76628,83.36889,Gorakhpur,IN,Asia/Kolkata,8630330696303481479
36.61033,-88.31476,Murray,US,America/Chicago,3590433799317661255
-36.9256,-73.02841,Chiguayante,CL,America/Santiago,863033069630348024
36,139.55722,Okegawa,JP,Asia/Tokyo,863033069630348222
36.06523,-119.01677,Porterville,US,America/Los_Angeles,3590433799317662055
-34.64167,-60.47389,Chacabuco,AR,America/Argentina/Buenos_Aires,8630330696303482063
40.81,-73.9625,Morningside Heights,US,America/New_York,8630330696303481669
40.72371,-73.95097,Greenpoint,US,America/New_York,8630330696303481131
31.20176,29.91582,Alexandria,EG,Africa/Cairo,3590433799317661040
50.11861,-5.53715,Penzance,GB,Europe/London,863033069630348446
23.04419,-82.00919,Jaruco,CU,America/Havana,3590433799317662162
37.1759,128.9889,T‚Äôaebaek,KR,Asia/Seoul,8630330696303481230
40.34912,-111.90466,Saratoga Springs,US,America/Denver,8630330696303482469
65.93381,111.4834,Aykhal,RU,Asia/Yakutsk,8630330696303482105
29.38242,70.91106,Alipur,PK,Asia/Karachi,863033069630348131
31.84568,-102.36764,Odessa,US,America/Chicago,8630330696303482352
39.46667,141.95,Yamada,JP,Asia/Tokyo,8630330696303481404
45.39402,9.29109,San Giuliano Milanese,IT,Europe/Rome,359043379931766312
36.65,138.31667,Suzaka,JP,Asia/Tokyo,3590433799317661412
43.54072,-116.56346,Nampa,US,America/Boise,3590433799317662428
34.65918,109.22921,Yanliang,CN,Asia/Shanghai,8630330696303482352
57.14369,-2.09814,Aberdeen,GB,Europe/London,359043379931766569
35.95664,36.7138,Binnish,SY,Asia/Damascus,863033069630348750
-6.8,39.25,Magomeni,TZ,Africa/Dar_es_Salaam,359043379931766023
30.35028,112.19028,Jingzhou,CN,Asia/Shanghai,359043379931766981
55.54028,89.20083,Sharypovo,RU,Asia/Krasnoyarsk,3590433799317662238
42.22718,14.39024,Lanciano,IT,Europe/Rome,8630330696303482444
49.5099,6.74549,Losheim,DE,Europe/Berlin,863033069630348685
29.53885,-95.44744,Fresno,US,America/Chicago,8630330696303481727
39.96348,-4.83076,Talavera de la Reina,ES,Europe/Madrid,8630330696303482071
49.738430,13.373637,Plzeň,CZ,Europe/Prague,863033069630348750
9.535,-13.68778,Camayenne,GN,Africa/Conakry,3590433799317661966
-1.63333,13.58357,Franceville,GA,Africa/Libreville,8630330696303481347
15.45144,78.14797,Betamcherla,IN,Asia/Kolkata,863033069630348784
-3.20333,-52.20639,Altamira,BR,America/Santarem,359043379931766387
50.75932,25.34244,Lutsk,UA,Europe/Kyiv,8630330696303481115
12.1277,78.15794,Dharmapuri,IN,Asia/Kolkata,863033069630348198
51.42708,-0.91979,Lower Earley,GB,Europe/London,3590433799317661685
18.57677,-72.22625,Croix-des-Bouquets,HT,America/Port-au-Prince,8630330696303481669
-37.9,145.18333,Wheelers Hill,AU,Australia/Melbourne,863033069630348073
-7.54972,110.71639,Ngemplak,ID,Asia/Jakarta,3590433799317661776
