ts,imei,mwra,c.android.youtube,c.katana,c.dogalize,c.android.chrome,c.android.gm,c.raider,c.UCMobile.x86,c.android.vending,c.updateassist,c.UCMobile.intl
2018-05-05 10:23:00,3590433799317662311,1.00000,8.31857,12.57601,10.16113,8.95017,16.80102,59.71921,61.03499,98.59255,0.81117,1.73071
2018-05-05 10:24:00,863033069630348420,1.00000,10.75713,13.43213,11.16620,8.85429,12.72359,56.19388,42.76059,91.39588,95.30268,60.71002
2018-05-05 10:25:00,863033069630348107,1.00000,13.88117,12.72451,7.85528,9.80094,10.38943,48.43048,64.27257,35.23680,38.56138,15.88283
2018-05-05 10:26:00,3590433799317661446,1.00000,12.78585,11.61665,12.41440,11.33127,8.45039,63.46200,46.57602,74.68319,75.39658,4.17743
2018-05-05 10:27:00,8630330696303482055,0.00000,9.47283,16.24629,15.23794,14.21786,10.04374,70.51599,54.36051,12.92149,57.61517,64.25036
2018-05-05 10:28:00,3590433799317662279,1.00000,11.84276,14.61547,12.43794,8.70006,17.00091,42.92167,55.07112,96.73568,89.11047,49.41158
2018-05-05 10:29:00,863033069630348339,0.00000,9.74893,13.83881,13.10754,13.43068,14.79168,56.53020,60.51729,32.27876,41.87162,39.62146
2018-05-05 10:30:00,8630330696303481628,1.00000,10.27682,12.70647,11.75042,8.51239,15.12701,44.07863,58.87681,47.84158,71.82900,61.70323
2018-05-05 10:31:00,3590433799317662253,1.00000,10.68385,15.81626,9.33701,9.23224,8.59342,44.21645,36.31186,50.81070,98.85320,41.87585
2018-05-05 10:32:00,8630330696303482287,0.00000,18.40673,9.44206,14.39976,13.20146,13.37097,33.03275,36.67244,52.47262,63.15241,10.83937
2018-05-05 10:33:00,8630330696303481834,1.00000,8.78851,14.62133,7.01749,10.49868,11.72684,37.50639,53.72688,70.76541,46.20036,83.25778
2018-05-05 10:34:00,863033069630348388,0.00000,16.47211,8.38258,16.21394,6.21351,17.65563,55.55797,61.81787,14.99860,23.62450,20.09465
2018-05-05 10:35:00,359043379931766163,1.00000,11.69791,13.35166,7.66185,8.84456,9.67723,63.56480,35.14517,1.70204,52.66890,91.47466
2018-05-05 10:36:00,3590433799317661115,1.00000,11.71277,13.15478,14.77244,9.54555,12.16108,46.54467,57.20589,96.12642,23.29677,12.26956
2018-05-05 10:37:00,359043379931766924,1.00000,9.96381,13.21246,8.74700,8.62740,9.79324,61.35816,30.25220,14.58941,58.76167,96.91874
2018-05-05 10:38:00,863033069630348735,1.00000,7.83248,12.04678,11.24128,9.87192,15.80549,64.07358,52.01851,73.79492,47.73612,46.97442
2018-05-05 10:39:00,8630330696303481347,0.00000,13.79960,10.60594,14.50508,13.10962,13.06498,46.91652,47.15073,32.98808,53.25945,93.26271
2018-05-05 10:40:00,8630330696303481750,1.00000,10.77225,11.99326,8.68994,8.60932,13.48620,35.80750,45.43018,14.71069,34.65014,40.93181
2018-05-05 10:41:00,3590433799317661479,1.00000,8.92753,12.69773,10.62827,7.96585,16.64735,79.15847,42.49467,42.65618,3.67118,41.08893
2018-05-05 10:42:00,8630330696303481024,0.00000,8.41763,16.51778,11.48846,11.66963,12.64495,47.12831,46.27966,51.45778,1.39694,50.53564
2018-05-05 10:43:00,863033069630348248,1.00000,14.92464,12.47318,11.60154,13.15962,10.12969,55.53050,56.96006,83.91898,70.30027,48.56685
2018-05-05 10:44:00,863033069630348826,0.00000,10.39519,13.45660,13.04299,16.44432,13.61072,35.82144,67.04846,16.58546,38.26813,30.18199
2018-05-05 10:45:00,863033069630348602,1.00000,6.65564,13.95521,9.43904,8.21134,13.91786,43.21389,32.91304,25.93746,28.65495,48.45550
2018-05-05 10:46:00,359043379931766056,0.00000,15.75178,11.06485,14.82511,8.60754,10.27697,56.68307,57.20804,30.62256,38.89445,13.58867
2018-05-05 10:47:00,863033069630348099,1.00000,11.98128,10.28306,10.17470,7.66931,10.40426,59.59327,80.94312,0.04736,76.67494,9.71015
2018-05-05 10:48:00,3590433799317662436,0.00000,10.17522,12.82211,12.67521,13.13269,14.47503,54.58438,45.97387,84.53720,3.13089,43.73935
2018-05-05 10:49:00,3590433799317662253,1.00000,6.91260,15.88206,11.31942,13.08040,16.51369,45.08057,51.21087,62.54043,12.67279,2.87352
2018-05-05 10:50:00,863033069630348164,1.00000,12.72207,14.18811,8.43937,6.22259,11.76947,49.14424,53.68580,16.78708,23.07048,42.53266
2018-05-05 10:51:00,8630330696303481800,1.00000,12.12872,12.63973,5.66350,8.65260,9.01521,50.50128,56.40358,63.61772,91.39638,52.77268
2018-05-05 10:52:00,3590433799317662303,1.00000,11.27980,14.34758,10.73118,7.90011,13.63532,53.49829,40.18097,0.74150,85.93124,18.53259
2018-05-05 10:53:00,8630330696303482386,1.00000,10.71452,13.03843,9.60442,7.51732,8.70481,61.34182,14.85770,76.29270,24.98151,4.24646
2018-05-05 10:54:00,8630330696303481792,0.00000,11.45097,15.59531,14.93979,8.55979,8.63079,65.38079,53.96692,69.39945,41.65566,93.86676
2018-05-05 10:55:00,863033069630348826,1.00000,10.65576,13.76741,12.91735,15.10577,13.58775,36.96780,54.82638,51.11960,28.72533,39.54854
2018-05-05 10:56:00,3590433799317662261,0.00000,13.32393,13.24860,15.54009,10.88495,14.45834,45.63360,41.35593,61.86268,92.90751,49.62850
2018-05-05 10:57:00,359043379931766379,1.00000,8.00532,16.23868,9.35098,11.08199,15.32665,58.07859,65.62533,85.51881,96.98734,30.68929
2018-05-05 10:58:00,8630330696303481321,1.00000,8.81188,15.53017,8.74465,10.46525,13.76856,39.50459,65.93237,41.31329,48.91991,1.21907
2018-05-05 10:59:00,863033069630348776,1.00000,8.87541,11.00543,8.18432,7.50847,13.04896,38.19820,57.67218,11.69917,47.74176,87.55758
2018-05-05 11:00:00,3590433799317662113,1.00000,11.96384,11.55967,9.21902,9.97623,13.26732,49.51866,59.46641,27.47979,74.19517,94.91636
2018-05-05 11:01:00,863033069630348321,0.00000,7.35526,12.68176,16.20487,13.37728,16.43072,58.96518,29.66527,22.76230,39.02954,18.60253
2018-05-05 11:02:00,359043379931766510,0.00000,12.37850,14.89777,10.38833,15.57443,14.14400,43.95796,56.93282,36.05072,70.71527,42.45815
2018-05-05 11:03:00,3590433799317662295,1.00000,13.63673,10.39777,9.49022,13.36099,7.06011,55.67553,39.27089,10.69418,12.52940,40.96043
2018-05-05 11:04:00,863033069630348842,1.00000,15.14119,13.76863,10.36298,13.45569,12.08636,44.60532,30.30342,58.64959,47.25473,80.04638
2018-05-05 11:05:00,8630330696303481750,1.00000,13.12032,7.58655,12.68410,12.66828,14.26802,25.81059,58.40942,3.49749,65.08697,13.51302
2018-05-05 11:06:00,3590433799317661032,1.00000,9.03819,14.21707,9.31033,6.19260,15.43284,53.37711,35.32060,14.65956,80.26095,4.95192
2018-05-05 11:07:00,863033069630348396,1.00000,9.04345,10.53000,7.30058,6.71120,13.55287,31.93968,44.47168,69.60166,57.40782,97.90074
2018-05-05 11:08:00,863033069630348701,0.00000,7.96114,16.21095,9.28360,13.50490,13.99097,50.93021,39.78758,16.07396,25.77635,23.06300
2018-05-05 11:09:00,8630330696303481560,0.00000,9.58282,14.33426,8.33622,9.64770,7.90776,50.53452,55.15461,3.95468,97.80948,35.16918
2018-05-05 11:10:00,863033069630348180,1.00000,6.79956,15.20016,5.29057,10.65458,14.76849,53.76642,58.53686,83.10545,92.52657,18.13648
2018-05-05 11:11:00,3590433799317661735,1.00000,8.39581,9.87210,9.39060,7.52442,16.58839,79.38337,50.05242,69.76247,76.74316,87.04822
2018-05-05 11:12:00,359043379931766189,1.00000,5.38075,16.23752,9.70466,11.05171,13.76600,53.11069,39.44739,7.76099,5.49796,58.83885
2018-05-05 11:13:00,359043379931766247,1.00000,11.44620,12.42118,9.32901,7.06083,11.52991,47.91475,44.20974,71.30181,30.89780,54.16604
2018-05-05 11:14:00,3590433799317662139,1.00000,9.98180,15.01373,7.75950,9.05318,13.36530,43.20912,54.10724,68.35936,27.57613,21.79029
2018-05-05 11:15:00,8630330696303481230,1.00000,10.49670,11.17281,6.85966,11.94491,10.02858,48.81583,51.66282,51.66920,1.53808,25.10224
2018-05-05 11:16:00,3590433799317662279,1.00000,15.39142,12.32055,7.33918,11.13836,9.06497,47.26265,54.58955,58.31755,45.71413,99.46504
2018-05-05 11:17:00,863033069630348222,0.00000,9.65986,14.51461,14.19715,14.38588,10.17590,70.68113,30.28718,18.32156,17.39619,91.40880
2018-05-05 11:18:00,8630330696303482071,1.00000,13.24225,11.14979,10.50165,8.62297,12.24806,90.24666,46.81533,78.89970,73.63841,80.31589
2018-05-05 11:19:00,863033069630348594,0.00000,9.42889,14.61601,12.63351,9.94307,17.50594,51.11562,56.25317,71.03022,63.50320,91.28389
2018-05-05 11:20:00,359043379931766544,1.00000,15.32027,14.18496,11.35201,7.63132,10.95805,56.67692,61.67033,31.39066,99.63760,73.22437
2018-05-05 11:21:00,3590433799317662139,1.00000,14.39819,17.72523,7.80651,8.24532,10.98576,60.64170,19.63824,16.33064,64.81784,30.59079
2018-05-05 11:22:00,3590433799317661255,0.00000,13.69169,7.72153,13.24199,7.55411,13.08240,52.55310,42.84919,90.35409,13.63461,7.60249
2018-05-05 11:23:00,3590433799317661206,1.00000,10.02726,14.79681,5.65665,8.73016,12.05594,47.88363,46.83512,60.57806,62.94975,68.09306
2018-05-05 11:24:00,863033069630348701,0.00000,18.85403,6.19169,13.93474,11.76040,16.58228,68.44483,46.93757,16.45336,1.81374,8.03786
2018-05-05 11:25:00,8630330696303481222,0.00000,10.33252,14.36970,13.41775,11.36228,13.45965,51.67342,49.94535,7.30459,81.47598,67.45686
2018-05-05 11:26:00,8630330696303481636,1.00000,11.93768,13.30497,9.24539,9.20168,11.91854,54.95734,36.83310,85.70056,59.49259,94.16502
2018-05-05 11:27:00,3590433799317661206,0.00000,12.62507,9.00010,11.55627,8.00888,14.50867,41.08150,55.04803,31.45979,99.16226,37.12936
2018-05-05 11:28:00,863033069630348370,1.00000,10.18483,10.42595,9.74241,12.28388,11.83998,58.57331,52.97278,12.88051,0.06655,39.23281
2018-05-05 11:29:00,863033069630348651,1.00000,10.06699,14.48760,9.81028,7.19642,12.04397,58.58948,49.66291,28.35121,32.76007,2.63787
2018-05-05 11:30:00,8630330696303481354,1.00000,12.04220,12.46880,12.26290,9.56158,9.67993,47.60427,51.08307,9.30033,91.50330,59.39300
2018-05-05 11:31:00,359043379931766973,1.00000,11.60425,14.49197,7.29625,7.67693,13.08204,62.83179,40.91919,56.96322,21.17358,44.03043
2018-05-05 11:32:00,3590433799317661180,0.00000,16.91798,10.88739,16.05433,10.89382,14.30462,59.30725,45.32416,69.32424,85.44225,96.25001
2018-05-05 11:33:00,863033069630348818,1.00000,13.78575,13.64110,9.90428,12.33796,11.17159,50.79841,46.99054,26.04391,11.66671,45.62521
2018-05-05 11:34:00,863033069630348859,1.00000,9.89442,11.75182,9.89324,9.39923,12.12558,32.81354,30.39428,54.77325,34.80956,74.97774
2018-05-05 11:35:00,8630330696303481107,1.00000,8.02868,15.89873,12.02996,12.41183,14.46273,65.78504,52.52400,41.49247,76.87280,58.68339
2018-05-05 11:36:00,863033069630348362,1.00000,13.32851,13.41773,8.95760,14.54696,10.56846,51.54728,70.74831,44.05468,71.79376,74.23362
2018-05-05 11:37:00,8630330696303481024,1.00000,12.67245,10.32146,6.59155,10.89923,6.45235,60.68392,58.26087,82.52621,36.28736,80.06719
2018-05-05 11:38:00,3590433799317661412,1.00000,8.07394,10.10524,9.66332,10.18023,17.78763,60.37362,20.10543,26.46639,76.14163,95.85969
2018-05-05 11:39:00,863033069630348479,1.00000,15.42344,11.53622,10.09045,8.89706,11.18569,28.53558,39.07742,74.08159,98.65370,71.04744
2018-05-05 11:40:00,8630330696303481297,1.00000,15.36414,13.19408,8.74130,9.29984,13.78275,44.93769,47.37942,91.67688,78.82888,84.87405
2018-05-05 11:41:00,8630330696303482063,1.00000,9.37147,15.01209,10.98523,12.50323,15.10807,42.78768,56.51376,56.55398,74.45753,69.52855
2018-05-05 11:42:00,3590433799317661925,1.00000,12.72032,14.27805,10.09586,10.32572,10.01533,44.61222,19.49578,71.28872,71.33576,65.43557
2018-05-05 11:43:00,863033069630348826,1.00000,11.44889,16.38872,8.57526,10.64323,10.24414,63.54269,37.00510,9.20669,97.41804,59.88252
2018-05-05 11:44:00,3590433799317661198,1.00000,13.38892,12.17102,9.37018,11.28389,10.35700,34.38999,47.15687,95.28880,65.32571,78.84883
2018-05-05 11:45:00,8630330696303481511,0.00000,16.64196,7.61035,14.77281,10.08499,15.55797,39.71171,61.32938,71.86218,17.47107,58.58471
2018-05-05 11:46:00,3590433799317662485,1.00000,9.60604,14.79983,8.22139,11.43130,12.37148,56.61984,45.96480,30.68322,0.94099,69.56372
2018-05-05 11:47:00,3590433799317661693,1.00000,10.58848,14.19075,7.18110,12.73330,11.57174,59.99977,55.93703,30.59274,17.57132,40.77170
2018-05-05 11:48:00,8630330696303482436,0.00000,14.59545,10.50824,14.93729,9.88412,12.35477,70.60068,63.25902,60.09171,50.18713,55.03851
2018-05-05 11:49:00,3590433799317661131,1.00000,14.02867,13.80487,12.88300,8.03895,6.49252,66.29732,68.20386,67.91741,77.00265,52.73632
2018-05-05 11:50:00,863033069630348594,1.00000,8.30485,10.28572,10.03575,10.03205,17.47438,79.48472,52.11031,22.76627,4.13652,98.00350
2018-05-05 11:51:00,8630330696303482238,1.00000,9.41161,15.23648,10.60457,11.47271,14.42245,33.31910,47.52365,42.74945,11.68800,69.28467
2018-05-05 11:52:00,3590433799317662170,0.00000,10.34172,13.48228,13.46843,12.32225,16.61146,48.22073,47.56119,93.91190,42.07990,12.82567
2018-05-05 11:53:00,359043379931766924,0.00000,10.84361,14.56061,12.30283,13.46974,13.43335,50.26162,58.77992,57.15215,51.02155,52.38054
2018-05-05 11:54:00,8630330696303481875,1.00000,17.91799,10.86623,10.22651,7.29857,12.25918,56.54801,40.72003,55.40348,77.47084,40.39285
2018-05-05 11:55:00,863033069630348594,0.00000,15.39395,6.45159,9.63512,9.35737,15.02592,57.05795,75.95054,78.45562,86.26433,20.09030
2018-05-05 11:56:00,359043379931766296,1.00000,9.91847,13.78768,6.78337,7.87881,13.79513,69.81879,51.12448,3.23516,97.74213,37.07067
2018-05-05 11:57:00,359043379931766700,0.00000,12.32288,12.15989,13.47905,14.26637,10.04678,54.79295,30.64236,54.77192,22.06045,5.52867
2018-05-05 11:58:00,359043379931766841,0.00000,6.06622,13.60328,16.32349,15.46252,14.48356,26.30990,38.56020,81.20293,98.16218,26.49049
2018-05-05 11:59:00,863033069630348941,1.00000,9.13106,14.06779,8.08604,8.07757,12.37011,51.28291,29.13442,88.66946,40.58647,73.64668
2018-05-05 12:00:00,8630330696303481701,1.00000,8.36576,14.63104,10.63553,8.77138,14.59608,40.66945,40.25660,12.97024,17.82365,62.32403
2018-05-05 12:01:00,3590433799317661099,1.00000,10.70730,13.03473,10.02972,11.47632,12.03353,71.29392,54.73227,37.79397,36.97853,8.42522
2018-05-05 12:02:00,863033069630348842,0.00000,13.93873,11.69626,11.99141,13.56332,9.40256,45.28162,44.40995,6.52627,67.16414,25.54122
2018-05-05 12:03:00,3590433799317661206,0.00000,11.12233,16.47445,13.09793,13.12216,12.29178,61.32353,37.81863,26.08762,87.54808,91.41516
2018-05-05 12:04:00,359043379931766668,1.00000,8.17567,12.72448,8.83972,8.12152,11.96176,39.24471,51.61231,48.37992,21.18900,69.07495
2018-05-05 12:05:00,3590433799317662105,1.00000,9.58358,15.32552,9.74461,12.34889,14.61184,72.04461,63.11640,39.56915,9.56207,94.36811
2018-05-05 12:06:00,3590433799317662360,1.00000,8.97062,11.76811,9.57403,10.57447,14.47163,24.39047,60.85516,92.31738,0.06388,35.66384
2018-05-05 12:07:00,8630330696303481990,0.00000,11.74316,10.26457,13.47719,9.05902,10.88937,64.61857,47.93867,96.75107,91.27043,65.00105
2018-05-05 12:08:00,359043379931766023,1.00000,9.18037,14.35028,14.52793,11.84169,17.94227,59.16072,38.21148,17.30877,16.62206,61.39025
2018-05-05 12:09:00,359043379931766338,1.00000,11.66040,10.57288,11.35602,9.11966,8.97816,53.25920,59.04319,56.81346,61.81283,73.71880
2018-05-05 12:10:00,3590433799317661354,1.00000,9.18283,14.27944,10.77125,10.02061,15.09162,47.89432,46.47407,19.99130,57.74616,53.58973
2018-05-05 12:11:00,359043379931766031,1.00000,13.32637,15.78011,12.73658,7.16673,7.54151,42.75807,63.54655,2.95378,83.41428,38.16795
2018-05-05 12:12:00,8630330696303481859,0.00000,11.10614,11.53311,10.55103,6.93716,11.69559,49.84653,69.87363,50.06036,4.52258,75.98067
2018-05-05 12:13:00,359043379931766650,1.00000,13.08444,12.30511,9.93363,8.14999,12.23380,53.50760,52.84879,20.14397,29.29391,46.46965
2018-05-05 12:14:00,8630330696303481123,1.00000,9.51311,13.58324,10.02776,9.07521,15.82992,47.11009,68.30121,16.89914,24.45339,54.67969
2018-05-05 12:15:00,3590433799317661719,1.00000,10.23179,17.33402,10.70970,12.76337,12.30764,74.46442,42.83928,24.53179,56.27404,1.93764
2018-05-05 12:16:00,8630330696303481230,0.00000,13.80319,9.39287,13.62522,7.15051,13.03101,65.23344,37.04993,42.35552,43.33912,21.67601
2018-05-05 12:17:00,8630330696303481990,1.00000,14.33406,7.49169,6.01585,12.32855,10.49249,73.51389,31.11084,11.51407,52.34976,19.79008
2018-05-05 12:18:00,359043379931766502,1.00000,6.90736,16.72885,9.28821,9.69071,16.12426,52.76981,42.35723,93.37867,79.05742,33.87021
2018-05-05 12:19:00,863033069630348404,1.00000,11.81138,12.53691,11.76751,8.48363,10.87954,51.79988,61.93905,19.27589,40.47858,39.36259
2018-05-05 12:20:00,3590433799317661495,1.00000,10.19613,14.77832,7.11178,8.10605,12.27696,51.21898,49.77681,49.86859,31.96163,81.63907
2018-05-05 12:21:00,359043379931766627,1.00000,12.97974,14.19963,11.39450,9.50893,9.33023,71.41708,56.17247,65.31030,90.13273,64.42211
2018-05-05 12:22:00,3590433799317661883,1.00000,13.86491,11.22291,11.63518,12.90012,8.11319,54.43418,68.76678,46.30596,76.65993,10.59682
2018-05-05 12:23:00,8630330696303482329,1.00000,11.18981,9.15508,10.98258,9.46135,7.90870,48.27745,53.06369,24.19943,58.62469,29.74114
2018-05-05 12:24:00,3590433799317661834,1.00000,10.52385,9.03167,6.58600,10.70666,9.95955,23.44413,37.03185,79.33934,80.40310,69.79948
2018-05-05 12:25:00,8630330696303481115,0.00000,8.86968,12.41818,12.96762,13.06705,13.82090,47.96123,45.33176,74.22025,25.58631,95.61610
2018-05-05 12:26:00,359043379931766684,0.00000,9.95382,14.73423,15.08649,11.76879,13.26125,43.60243,46.15922,8.74488,46.20218,34.05367
2018-05-05 12:27:00,863033069630348230,1.00000,14.11300,12.08531,10.37276,8.68453,7.82079,29.04214,43.48702,48.12800,89.68065,8.62093
2018-05-05 12:28:00,359043379931766072,1.00000,12.69754,13.78421,11.10721,13.17164,15.90124,43.18647,73.15494,98.22372,13.26424,24.17706
2018-05-05 12:29:00,3590433799317661875,0.00000,6.20485,10.51719,15.11714,12.85829,14.30883,45.71708,57.59740,69.57100,49.90695,20.37546
2018-05-05 12:30:00,3590433799317661008,0.00000,11.31181,8.83336,13.16043,7.70501,11.30264,52.57148,61.10826,0.82660,96.93450,41.32536
2018-05-05 12:31:00,3590433799317661941,1.00000,11.87790,16.68048,9.93405,10.44184,5.29882,47.48093,47.87465,81.11798,68.68282,16.19902
2018-05-05 12:32:00,359043379931766981,0.00000,10.53542,10.67473,14.20396,14.42749,16.20584,43.25365,64.96268,88.79322,82.58022,73.07056
2018-05-05 12:33:00,8630330696303481016,0.00000,11.28579,10.05666,12.78730,10.78812,11.57289,61.60399,37.67891,70.95857,4.18987,51.11662
2018-05-05 12:34:00,863033069630348081,1.00000,7.53833,12.70515,7.00783,9.18698,13.45618,36.86309,63.72588,60.45338,30.15830,65.45212
2018-05-05 12:35:00,3590433799317661404,0.00000,13.76947,9.59662,14.29237,12.49445,12.51118,47.64822,42.51750,10.42021,8.22464,10.73171
2018-05-05 12:36:00,3590433799317661784,1.00000,12.13728,12.22786,8.46257,12.37340,10.80776,73.51058,47.98566,25.60655,6.12666,99.72601
2018-05-05 12:37:00,8630330696303481412,0.00000,11.74968,14.98859,9.70018,7.60817,8.61830,44.84674,32.73521,81.18899,3.45097,8.61075
2018-05-05 12:38:00,3590433799317661016,1.00000,7.27443,14.56561,9.20307,8.63064,13.23474,63.65258,61.48505,59.09676,78.19361,99.66314
2018-05-05 12:39:00,359043379931766635,0.00000,16.42124,9.22672,11.59282,12.20482,13.92079,75.62401,46.03897,39.33041,47.60281,11.89266
2018-05-05 12:40:00,3590433799317661610,1.00000,11.03262,12.54793,9.69985,10.67670,14.43578,65.53958,74.28441,37.88910,13.35484,56.37343
2018-05-05 12:41:00,8630330696303481735,1.00000,13.37385,15.12585,8.40676,8.62624,7.98282,47.92071,54.72990,45.09671,2.48180,83.53749
2018-05-05 12:42:00,863033069630348610,1.00000,11.28526,15.42534,7.34298,4.77718,9.20571,75.41373,78.09354,65.03080,63.53506,15.77113
2018-05-05 12:43:00,8630330696303481826,0.00000,11.71648,7.20653,8.02977,9.01950,9.69721,41.16494,45.26408,46.73044,58.29768,61.58243
2018-05-05 12:44:00,8630330696303482337,0.00000,8.24368,11.89755,9.77054,11.30646,13.67168,63.19820,33.40612,43.17595,58.00520,87.47676
2018-05-05 12:45:00,8630330696303481065,0.00000,15.48331,8.86598,17.48073,9.58341,13.72557,61.06344,48.17052,32.07769,5.64010,35.62749
2018-05-05 12:46:00,8630330696303482477,1.00000,12.14266,13.63854,14.03046,8.34679,5.18345,44.02077,53.12031,16.71436,96.04130,43.58602
2018-05-05 12:47:00,863033069630348362,1.00000,12.16879,10.88095,8.86133,11.33607,12.11346,51.96971,57.38876,59.96311,99.51808,26.32319
2018-05-05 12:48:00,863033069630348347,1.00000,16.32098,9.24440,14.02300,9.25523,13.68077,46.65456,56.54057,46.13192,52.24423,42.04570
2018-05-05 12:49:00,8630330696303482394,1.00000,12.77275,13.69731,9.89251,11.67572,7.79038,92.32749,38.00695,89.80748,38.86870,5.66053
2018-05-05 12:50:00,359043379931766312,1.00000,11.88355,12.23534,8.34188,12.47635,10.18480,58.79095,40.06621,91.18463,17.51064,73.29538
2018-05-05 12:51:00,359043379931766403,1.00000,13.82658,13.61425,9.72005,8.99888,10.94723,50.43020,75.96482,27.82273,4.22778,65.28011
2018-05-05 12:52:00,3590433799317661073,0.00000,14.60396,10.03956,12.24071,5.90063,12.22510,64.97588,72.64515,44.12080,1.24433,62.65972
2018-05-05 12:53:00,863033069630348248,1.00000,9.73933,10.48083,9.39709,9.82287,10.58836,60.18553,48.55135,83.85154,10.32922,73.87788
2018-05-05 12:54:00,8630330696303481776,1.00000,13.04040,13.32455,7.99705,11.75547,9.02723,49.28015,65.26718,16.61721,31.81010,61.45858
2018-05-05 12:55:00,359043379931766650,1.00000,14.32884,15.62947,7.92099,7.80977,11.11410,48.60048,56.96905,37.66318,63.58527,90.49823
2018-05-05 12:56:00,3590433799317662337,0.00000,11.59829,13.04093,11.56602,9.24514,10.15373,43.24401,51.22212,40.25620,9.25626,97.43310
2018-05-05 12:57:00,8630330696303481099,0.00000,13.18333,16.95296,7.22982,13.71352,12.95694,49.15081,50.77496,55.15142,38.59129,19.16145
2018-05-05 12:58:00,359043379931766056,1.00000,15.83791,12.19625,12.13390,7.95404,10.83781,25.42690,47.02813,83.16932,49.92816,96.79741
2018-05-05 12:59:00,863033069630348438,1.00000,14.12523,12.33139,10.38767,11.28431,9.18564,45.83564,35.67130,17.34872,81.25069,85.74336
2018-05-05 13:00:00,863033069630348461,1.00000,8.72658,12.16064,10.48222,10.81410,16.38615,65.27786,49.04744,56.52263,10.57723,44.19317
2018-05-05 13:01:00,359043379931766890,1.00000,12.40570,11.50131,8.62451,9.62796,7.74741,51.78863,46.49748,49.34411,51.16539,54.99208
2018-05-05 13:02:00,8630330696303481420,0.00000,11.23600,10.41811,11.65783,6.88707,12.37264,43.09866,36.21437,15.88615,32.56231,42.84296
