ts,imei,mwra,p.system,p.android.chrome,p.android.settings,p.android.gm,p.android.packageinstaller,p.android.externalstorage,p.android.documentsui,p.simulator,p.browser.provider,p.gms.persistent,p.android.gms,p.android.defcontainer,p.google,p.dogalize,p.notifier,p.inputmethod.latin,p.android.vending,p.katana,p.process.gapps,p.olauncher
2018-05-05 10:10:00,3590433799317661008,1.00000,10.81961,12.14647,13.30618,11.49690,8.60210,15.80336,13.82351,44.70681,0.11729,40.53430,34.75094,78.39255,88.96665,7.66035,93.30192,54.15548,74.56830,95.43524,75.13384,89.38919
2018-05-05 10:11:00,8630330696303482295,0.00000,8.93482,10.35104,11.22932,8.58725,13.09124,10.27055,14.95045,22.64002,0.02008,50.17933,67.38276,16.96863,85.94920,8.25088,16.66438,80.21631,1.23636,96.24192,87.84265,63.21731
2018-05-05 10:12:00,359043379931766320,1.00000,10.49392,13.62463,16.93920,15.63672,8.61379,13.63458,11.57758,51.35098,0.08682,47.55286,60.39656,2.78296,57.66242,8.28395,78.25979,92.92186,43.51556,36.61737,46.71727,41.70362
2018-05-05 10:13:00,8630330696303481073,1.00000,9.35264,18.55339,14.18628,12.66164,9.26337,11.06944,14.68834,36.30863,0.02892,30.95387,65.32433,84.96305,0.68612,22.71832,81.28922,9.49598,65.81218,15.88314,54.17803,44.90968
2018-05-05 10:14:00,359043379931766262,0.00000,6.96788,15.37023,12.10916,11.14427,11.97068,10.76113,16.11369,46.89856,0.00687,48.27262,64.71868,99.55939,25.42912,49.51465,16.43790,53.78239,26.37495,64.51933,52.11334,70.60720
2018-05-05 10:15:00,3590433799317661115,1.00000,13.46023,11.28366,11.71202,14.28866,10.66920,9.68228,8.85891,47.42272,1.61507,46.27187,37.08380,37.87026,74.35800,21.44778,61.70955,22.07506,9.52250,86.62043,70.16500,89.87830
2018-05-05 10:16:00,359043379931766957,0.00000,8.29567,12.01688,10.68307,9.34619,11.98432,13.43683,14.20942,52.47899,0.01158,34.15222,70.74432,55.16263,80.41418,61.99578,18.14896,35.10294,91.92947,86.11975,16.97881,56.38194
2018-05-05 10:17:00,8630330696303481941,0.00000,8.66496,12.47134,13.94115,14.86309,6.61299,13.83950,14.71976,52.63638,0.01571,54.91725,70.17020,55.79605,25.45937,56.73082,30.35718,18.81138,61.36092,55.13586,32.57283,83.18484
2018-05-05 10:18:00,359043379931766452,1.00000,10.11661,9.89307,11.84674,11.51323,11.47856,13.25761,12.86601,27.50182,0.06090,27.32386,64.36798,8.37981,91.50317,9.49967,50.93055,66.87662,30.19673,33.29046,93.14791,59.51745
2018-05-05 10:19:00,8630330696303481743,1.00000,9.56696,15.06739,14.09633,14.91855,8.40336,12.80775,13.82581,43.64552,0.03366,38.03111,40.64250,54.67311,90.20285,67.41836,36.59555,73.02522,7.93960,88.83439,95.03471,26.47964
2018-05-05 10:20:00,359043379931766759,1.00000,8.48210,15.70024,15.60335,15.88581,9.45797,12.00936,10.30993,78.16394,0.01409,51.62447,55.08224,28.39524,1.27753,97.15385,47.91625,30.10099,41.51080,49.97835,52.18890,43.76213
2018-05-05 10:21:00,863033069630348610,1.00000,14.10721,7.40172,16.28483,13.53705,7.72306,8.55091,9.93885,44.19804,3.08106,49.02604,31.23605,13.38700,35.75488,7.84621,77.51633,84.83698,46.22081,89.52680,62.69194,12.82014
2018-05-05 10:22:00,3590433799317662121,1.00000,14.17455,8.36081,11.60659,14.96150,9.15580,7.10396,8.93627,49.99495,3.29711,55.53485,48.90996,86.20671,36.31423,80.80009,39.76994,54.30051,61.48378,94.76930,64.82418,2.46955
2018-05-05 10:23:00,3590433799317662311,1.00000,8.08465,8.01935,11.62814,12.38648,12.44917,13.58875,12.15532,75.07032,0.01024,41.67381,66.31665,69.63658,16.92091,32.99028,20.80182,66.29454,19.05811,62.41957,94.25778,50.79173
2018-05-05 10:24:00,863033069630348420,1.00000,10.44731,15.28400,15.52768,15.12513,8.15039,11.53140,14.61079,38.22983,0.08059,71.11728,78.12797,14.45454,57.99438,27.29690,93.14715,88.45881,35.12520,11.98949,17.57984,94.92010
2018-05-05 10:25:00,863033069630348107,1.00000,12.96833,10.64053,13.44924,11.82432,9.27764,8.88615,10.91688,62.73223,0.98920,49.80616,48.50439,28.75281,13.29931,85.78751,79.37148,0.43735,92.70607,36.30792,57.89636,31.90995
2018-05-05 10:26:00,3590433799317661446,1.00000,10.62984,13.26530,14.96734,11.98464,9.63683,11.41027,13.76786,64.00567,0.09810,38.71439,68.47264,44.09006,0.41803,66.97325,73.04678,80.48270,64.84757,1.62651,6.86635,14.49227
2018-05-05 10:27:00,8630330696303482055,0.00000,8.32471,13.65257,15.54402,11.47728,10.86539,13.93956,11.73715,59.08425,0.01395,13.82037,49.54626,67.60968,78.27563,37.61247,17.72099,76.41766,11.00302,51.71589,59.68326,53.87762
2018-05-05 10:28:00,3590433799317662279,1.00000,11.96296,10.45781,12.65176,15.74098,10.80404,15.09630,13.64978,52.76474,0.36318,44.50806,31.49762,11.50756,34.31498,76.78300,79.65691,97.07215,1.76602,55.61143,94.61760,8.64960
2018-05-05 10:29:00,863033069630348339,0.00000,9.85458,9.36131,12.26661,9.02553,13.71359,8.68949,12.62256,57.84871,0.04632,26.80803,61.66519,28.38033,93.21210,77.48275,25.43338,96.93360,68.52869,7.00107,17.27420,20.33118
2018-05-05 10:30:00,8630330696303481628,1.00000,9.36532,15.39079,15.63290,17.56516,7.82456,12.89361,12.46964,33.35029,0.02820,43.72865,42.46201,82.20777,87.09778,19.86765,62.85138,76.96693,3.39263,77.40420,17.97225,18.65656
2018-05-05 10:31:00,3590433799317662253,1.00000,13.20099,11.69641,13.16958,14.45494,8.66737,11.87600,7.91130,25.09493,1.24467,31.71475,72.33696,87.36351,85.00082,40.69882,79.32841,32.91598,2.86866,3.07370,38.36775,22.17350
2018-05-05 10:32:00,8630330696303482287,0.00000,10.15396,9.69660,14.76497,4.83129,14.56958,12.18053,12.30359,72.74565,0.06269,26.87854,62.71975,39.17493,60.45809,53.52732,46.98151,85.02966,93.18553,96.18464,86.70948,44.92590
2018-05-05 10:33:00,8630330696303481834,1.00000,9.81694,17.49462,15.28211,14.13179,10.27020,12.30634,13.40441,65.24594,0.04532,45.12006,64.88864,85.00031,17.30503,62.26851,20.79148,12.96456,34.52954,12.78112,43.72825,39.71576
2018-05-05 10:34:00,863033069630348388,0.00000,7.33172,11.73978,13.21222,11.90977,12.41979,15.65125,14.36702,50.67122,0.00524,51.54568,42.49470,75.09969,59.13943,11.83593,6.21144,50.34965,57.66847,66.18038,36.27213,40.16598
2018-05-05 10:35:00,359043379931766163,1.00000,13.87097,8.99105,14.75220,14.99011,7.92921,11.85669,9.42925,43.79146,2.43467,45.95072,60.30330,4.71825,74.64497,55.68446,57.42503,16.58603,31.26850,19.62332,71.24759,7.36669
2018-05-05 10:36:00,3590433799317661115,1.00000,13.49229,16.42044,17.41540,16.73716,7.72449,12.10849,11.98681,39.36554,1.66796,61.17502,59.48432,67.09787,8.83236,99.90197,29.25947,92.16154,55.44144,31.98035,47.20046,8.91892
2018-05-05 10:37:00,359043379931766924,1.00000,9.25872,12.88334,12.62700,12.57988,10.03249,12.14021,14.39714,44.36711,0.02797,47.27623,53.70263,13.53081,45.87317,70.27582,70.70001,50.20036,86.97281,22.82251,56.12599,61.59865
2018-05-05 10:38:00,863033069630348735,1.00000,5.37775,14.01053,9.53538,9.35987,11.27855,11.34264,16.35200,54.97591,0.00141,42.10595,52.18524,14.55453,47.78293,88.99203,87.19467,56.97352,55.40205,10.50876,13.58516,46.03517
2018-05-05 10:39:00,8630330696303481347,0.00000,10.09868,7.94205,13.14749,9.59020,14.34914,13.65949,13.41446,46.19565,0.05875,50.15830,52.99270,98.07517,70.49153,21.54550,83.54304,44.58514,7.34807,85.76871,66.86574,19.25448
2018-05-05 10:40:00,8630330696303481750,1.00000,7.74078,11.95003,13.73240,12.77133,10.93270,11.62062,14.53112,45.34727,0.00693,31.38658,45.62361,84.19914,57.41521,25.99288,34.89653,70.78343,95.09807,58.55729,92.33005,75.79708
2018-05-05 10:41:00,3590433799317661479,1.00000,8.39346,10.58281,13.14399,14.50379,8.42967,12.07020,15.16665,45.17927,0.01406,39.69784,51.92744,90.30244,52.20363,8.67078,47.94191,95.99109,91.25736,98.16000,98.21611,95.43539
2018-05-05 10:42:00,8630330696303481024,0.00000,11.42157,10.19482,15.67942,11.56622,11.39438,14.80396,12.81365,54.05096,0.21263,60.20164,72.18278,22.36192,5.73756,5.56486,81.63072,40.85604,86.94744,14.65323,11.07997,62.40776
2018-05-05 10:43:00,863033069630348248,1.00000,11.74621,9.15561,13.87858,12.19393,11.51431,9.76191,9.68439,53.11165,0.29585,53.32713,49.15252,12.76168,84.60160,99.31760,74.91749,57.10155,47.08520,56.02584,81.41317,63.76477
2018-05-05 10:44:00,863033069630348826,0.00000,9.50818,7.92397,15.48554,10.06048,16.11012,7.90903,17.52569,55.67737,0.03477,47.10324,55.88241,76.21965,7.92920,7.06920,38.84315,73.08013,92.91697,50.22531,81.69831,16.38787
2018-05-05 10:45:00,863033069630348602,1.00000,9.94279,9.76796,12.66692,13.13678,8.76987,14.73991,11.00461,41.72469,0.05051,30.86400,50.83268,32.43709,20.60574,3.93544,76.39813,0.87780,37.40356,11.60202,58.02847,9.83393
2018-05-05 10:46:00,359043379931766056,0.00000,8.75883,11.20565,9.16274,7.55854,16.82386,14.70496,14.04400,62.23551,0.01618,42.45862,48.50409,2.44796,37.96972,83.23979,83.24921,43.33234,95.49351,78.02181,13.15847,59.46325
2018-05-05 10:47:00,863033069630348099,1.00000,7.27068,18.17585,16.73917,14.82536,8.31102,10.43159,14.37315,64.95077,0.00545,49.40152,56.46120,25.33923,44.34685,84.60201,57.57889,84.52118,66.04155,87.22571,33.17242,44.44631
2018-05-05 10:48:00,3590433799317662436,0.00000,10.03581,9.56003,13.52679,10.50552,14.14752,8.49046,12.84218,52.08207,0.05495,37.29060,61.13357,31.10192,67.92504,61.40065,38.02216,27.63777,0.62196,73.29043,44.37497,76.00637
2018-05-05 10:49:00,3590433799317662253,1.00000,10.22123,15.43499,10.49299,11.27656,12.66704,14.34992,11.95570,63.35374,0.06573,55.74212,49.25512,93.08471,58.98057,23.67583,78.50858,66.59129,83.53403,91.24877,54.85062,33.26581
2018-05-05 10:50:00,863033069630348164,1.00000,13.82445,11.07852,11.62469,13.15768,9.69206,8.37433,9.26962,55.25931,2.32222,43.88776,59.24160,17.69894,40.72343,48.49901,11.65205,89.91343,44.75567,30.11353,68.30753,10.72052
2018-05-05 10:51:00,8630330696303481800,1.00000,12.54779,11.12681,12.45082,13.98519,9.26304,10.78236,8.89135,76.41815,0.64968,27.88834,53.97356,36.85929,97.38872,3.33609,62.43132,12.91195,78.82471,46.39753,8.35941,80.51674
2018-05-05 10:52:00,3590433799317662303,1.00000,10.72136,13.85874,12.75554,14.24859,9.03119,13.12311,16.43324,54.98837,0.10732,35.31365,42.06273,11.99677,11.16500,36.91301,46.13845,95.09331,53.37920,48.84901,24.58333,68.95972
2018-05-05 10:53:00,8630330696303482386,1.00000,13.76951,10.40433,13.33397,14.00186,5.44982,9.82281,10.00362,41.17402,2.19710,29.13552,35.14275,61.41329,69.46524,18.98467,52.43233,0.91317,68.29680,59.76933,26.54891,61.60244
2018-05-05 10:54:00,8630330696303481792,0.00000,12.98511,11.09872,11.34254,13.51368,9.49952,11.85380,11.03975,53.55319,1.00506,41.21413,60.71473,62.98588,0.86576,12.57152,32.17896,14.52357,98.75770,69.23332,51.35275,82.34281
2018-05-05 10:55:00,863033069630348826,1.00000,9.39464,8.53434,12.63453,9.93113,13.72578,7.68180,16.22771,40.39980,0.02932,55.92625,64.54950,31.01368,44.99510,64.64531,4.29345,46.11135,2.52726,39.34437,94.73021,90.40125
2018-05-05 10:56:00,3590433799317662261,0.00000,6.82023,8.66391,12.25204,9.29712,13.42526,13.01727,12.59655,47.49924,0.00204,47.85981,39.06049,1.58656,9.39986,98.23657,67.54623,59.41969,86.05482,19.99456,43.04854,25.69241
2018-05-05 10:57:00,359043379931766379,1.00000,13.06640,13.74155,13.41517,15.37431,8.09263,15.97406,10.99644,60.02609,1.09184,63.36295,49.73167,97.98393,42.13132,49.65421,45.87943,13.81629,65.97391,1.95650,39.38051,27.66845
2018-05-05 10:58:00,8630330696303481321,1.00000,11.48636,11.06933,11.46467,14.56453,10.17068,15.91740,12.10383,49.34374,0.22465,52.94831,61.52241,14.23828,81.94692,44.62486,90.52982,6.67464,18.13930,29.54388,75.81731,88.36983
2018-05-05 10:59:00,863033069630348776,1.00000,6.79962,12.40890,12.51543,12.84312,8.74722,15.15783,12.50606,36.62171,0.00525,35.91376,82.60468,30.55159,42.21756,68.37626,83.96389,79.71015,34.65187,17.18292,6.19261,24.39585
2018-05-05 11:00:00,3590433799317662113,1.00000,8.61999,12.43497,13.67303,10.67076,11.13204,12.10962,14.99269,48.23903,0.01400,44.68312,50.03412,57.41260,78.27516,84.74134,11.75409,57.00073,23.22259,80.28374,4.76277,27.67336
2018-05-05 11:01:00,863033069630348321,0.00000,10.62498,8.83696,11.26264,7.14571,14.78659,10.77837,14.64341,52.46782,0.09682,42.96199,45.84493,3.10227,29.24049,99.45008,91.80921,93.74757,42.46334,32.83135,58.51433,49.47475
2018-05-05 11:02:00,359043379931766510,0.00000,7.34078,10.70854,15.16143,7.06829,14.89179,5.75423,15.20057,27.11255,0.00555,40.71366,57.48486,61.85724,54.64006,62.37446,25.13954,21.67378,20.04354,47.33859,44.31119,70.57293
2018-05-05 11:03:00,3590433799317662295,1.00000,14.10818,11.27174,13.40280,14.39780,9.22218,11.08760,11.48280,51.21753,3.08312,50.38066,57.38801,19.22358,82.68629,77.45834,75.69580,26.03103,37.07212,52.16871,79.61628,32.10054
2018-05-05 11:04:00,863033069630348842,1.00000,13.18053,12.59677,12.52239,12.52060,11.44712,10.57628,9.33481,40.07135,1.22225,40.41423,40.95553,90.34872,64.38684,63.37743,86.30639,79.68040,13.83500,50.00892,97.70878,31.87778
2018-05-05 11:05:00,8630330696303481750,1.00000,10.82498,8.10724,12.40511,9.29421,11.77575,11.22030,15.07556,19.11208,0.11943,59.37544,40.79968,93.14617,95.83816,66.08841,83.74798,2.32899,87.36754,55.61063,89.46225,35.10811
2018-05-05 11:06:00,3590433799317661032,1.00000,8.96777,11.13845,10.72772,15.26326,7.92718,15.05806,16.34384,34.09369,0.02027,63.41695,51.62866,23.52351,95.52483,88.52771,69.92400,37.27578,91.74960,57.72892,86.58654,38.68049
2018-05-05 11:07:00,863033069630348396,1.00000,6.42853,13.05994,14.88735,14.22388,9.06479,12.01211,12.50929,66.24644,0.00406,38.91404,61.88435,3.83200,77.73484,3.28402,2.77725,51.52068,79.77291,11.93847,12.73932,88.99754
2018-05-05 11:08:00,863033069630348701,0.00000,9.19662,9.60100,12.67754,10.66999,15.11276,10.21429,14.30183,41.95968,0.02410,63.17662,33.15230,24.08787,14.70888,72.95566,1.74941,30.86562,49.52947,6.12074,0.01436,41.17563
2018-05-05 11:09:00,8630330696303481560,0.00000,14.57409,11.45888,14.29438,16.92141,8.86886,13.27900,7.67819,58.68881,4.91470,50.54095,38.28896,80.77897,92.13935,24.50095,91.32659,24.55113,87.11812,31.86923,28.08343,80.13342
2018-05-05 11:10:00,863033069630348180,1.00000,7.24871,11.13685,7.59316,8.33771,12.51705,14.87157,16.66760,26.59901,0.00415,49.73386,61.73546,1.49744,80.51826,3.03025,41.91963,18.80234,69.74847,55.29169,6.89175,37.94134
2018-05-05 11:11:00,3590433799317661735,1.00000,5.07515,12.56695,14.88327,13.81899,10.02981,9.53204,12.38912,36.08321,0.00496,56.37520,58.42934,28.04449,88.95839,26.92733,40.61054,65.74312,79.55684,47.79534,19.88493,6.98951
2018-05-05 11:12:00,359043379931766189,1.00000,10.11344,12.65337,11.84582,11.62356,10.33230,12.71981,13.29837,46.28295,0.06181,71.96263,65.54939,3.28120,25.28235,50.94959,67.39280,44.99987,48.21536,37.73704,4.97789,84.18654
2018-05-05 11:13:00,359043379931766247,1.00000,10.38242,12.95775,14.73206,14.59075,8.17601,13.44920,14.32238,49.55682,0.07703,65.44886,57.78719,47.03755,66.02921,16.23067,83.79385,36.44571,34.51773,35.06101,56.70183,63.97969
2018-05-05 11:14:00,3590433799317662139,1.00000,11.34855,12.29749,13.02908,12.77655,9.63734,13.98189,15.11571,28.99258,0.20008,48.23876,60.75834,60.20639,71.89271,96.84485,4.10715,7.91983,11.54154,1.25018,85.67242,85.82901
2018-05-05 11:15:00,8630330696303481230,1.00000,14.92514,10.80187,16.17902,16.42580,6.59277,13.96005,9.19393,83.34557,6.98314,39.20620,53.32454,69.00861,16.93375,97.78231,87.59761,2.23420,9.61798,99.79140,30.01318,5.75279
2018-05-05 11:16:00,3590433799317662279,1.00000,13.45263,9.09003,14.68320,11.44124,7.88122,7.56884,11.00948,74.27311,1.60217,47.71200,44.09206,26.41358,80.32097,36.15720,64.42136,81.93485,78.61738,71.80935,93.34500,60.98542
2018-05-05 11:17:00,863033069630348222,0.00000,11.88523,9.01899,17.57342,13.01655,13.00529,9.49945,16.23494,40.26672,0.33578,54.35713,53.42709,53.18703,63.48988,15.23442,19.90805,49.35269,37.02276,30.86007,97.47800,77.34347
2018-05-05 11:18:00,8630330696303482071,1.00000,12.39833,8.72142,12.96393,12.62756,12.42514,8.77566,9.47656,62.91616,0.56030,41.62741,75.33258,71.14455,50.01107,7.93004,70.83332,80.20524,67.99055,45.20736,17.20851,31.10517
2018-05-05 11:19:00,863033069630348594,0.00000,6.49856,14.70959,9.64420,8.99597,15.26517,12.40822,10.45716,36.18810,0.00453,47.14487,59.29004,70.12042,55.02055,37.03223,51.74542,16.79511,5.48587,57.05904,26.87507,16.76672
2018-05-05 11:20:00,359043379931766544,1.00000,13.19836,9.95554,11.66860,10.95685,11.72727,6.55503,11.29852,60.95941,1.24587,31.94421,58.76171,86.16973,68.93198,35.99851,46.36979,2.11352,24.53313,3.76085,99.85485,78.74461
2018-05-05 11:21:00,3590433799317662139,1.00000,14.56137,8.33528,14.89754,14.08903,9.42702,9.79397,8.19086,55.24730,4.85153,58.79600,31.53879,78.99278,27.99474,15.36322,5.05898,10.79826,56.11268,46.26806,85.32828,24.85776
2018-05-05 11:22:00,3590433799317661255,0.00000,8.64040,10.97657,11.19730,7.93790,13.46879,13.96711,14.38090,52.43709,0.01430,43.48483,64.71201,5.81190,55.79622,36.35942,6.64769,88.16624,50.46331,9.76865,7.53564,49.87974
2018-05-05 11:23:00,3590433799317661206,1.00000,9.92017,13.17978,11.83152,11.78636,9.18095,16.20118,15.75624,46.52361,0.04958,29.81399,52.91095,77.34727,6.41188,59.05474,80.26713,59.26510,93.72589,7.93235,81.70817,32.68898
2018-05-05 11:24:00,863033069630348701,0.00000,9.74309,9.06168,14.65711,6.56109,14.06639,13.79203,13.78468,61.96834,0.04225,61.36971,36.56839,98.87625,46.60541,31.53198,70.32971,1.87733,96.61136,38.46663,13.91542,58.04584
2018-05-05 11:25:00,8630330696303481222,0.00000,11.95043,8.47170,13.53199,15.68791,17.48609,19.33776,12.03471,40.62270,0.35982,36.21452,46.51607,67.11461,38.29801,36.69951,53.55382,12.10909,37.56866,25.20265,41.60650,48.47058
2018-05-05 11:26:00,8630330696303481636,1.00000,12.40550,11.32644,12.08690,13.16667,9.17548,9.18845,7.32461,45.88008,0.56402,39.26645,59.41995,33.50174,33.94430,74.09247,47.89935,66.48360,66.59906,11.44988,39.96425,62.63747
2018-05-05 11:27:00,3590433799317661206,0.00000,10.27594,11.20891,13.15426,11.85393,12.46696,13.53532,15.25453,47.24698,0.06914,55.98027,53.40301,22.92619,47.94029,35.87472,26.10368,14.09141,73.01861,32.00399,44.68818,35.49861
2018-05-05 11:28:00,863033069630348370,1.00000,5.80950,12.00158,12.87009,8.53762,12.67457,9.52468,13.84708,55.45138,0.00335,57.51851,47.81692,7.47464,7.31412,23.98832,8.88383,14.13655,17.89483,81.69629,32.42502,94.09162
2018-05-05 11:29:00,863033069630348651,1.00000,12.13880,11.79329,12.39367,16.10065,8.34607,17.59474,12.06189,32.42826,0.43360,42.78569,65.20273,18.07130,2.86058,8.88911,54.46046,88.28410,96.19302,32.83104,41.73413,36.51470
2018-05-05 11:30:00,8630330696303481354,1.00000,10.81394,6.55720,15.49247,12.02135,11.04222,9.38813,9.12975,46.57160,0.11668,32.65591,44.96061,84.35224,70.86861,57.49427,97.52317,97.70921,48.73090,89.25862,66.80482,97.15510
2018-05-05 11:31:00,359043379931766973,1.00000,12.00122,12.85109,13.29371,14.01611,10.24557,16.39859,14.41232,54.44696,0.37691,51.59517,40.46614,46.35563,9.63929,49.95360,87.93109,50.97627,42.72118,53.46044,84.36017,86.57821
2018-05-05 11:32:00,3590433799317661180,0.00000,6.51171,12.24396,14.42632,6.47820,13.44129,12.59630,11.13015,42.06809,0.00559,36.66615,52.23481,67.30240,71.49671,45.34174,18.08168,61.80842,20.57892,39.99451,33.00391,96.69462
2018-05-05 11:33:00,863033069630348818,1.00000,15.26147,12.17781,12.70852,16.07072,10.73594,12.68676,9.17185,71.61916,9.76992,27.04344,42.01209,81.27273,36.05950,38.18199,68.93346,48.75695,1.34255,18.40841,25.49598,63.19977
2018-05-05 11:34:00,863033069630348859,1.00000,9.16584,17.08013,15.82093,14.83480,8.16589,12.25506,11.29889,55.52743,0.02271,40.61284,48.43602,51.57454,40.42251,22.11024,31.45600,59.83807,69.29239,5.41212,64.71228,83.83171
2018-05-05 11:35:00,8630330696303481107,1.00000,12.37317,8.56337,10.11041,11.45727,9.95574,15.65884,12.46014,51.48212,0.54483,21.55323,75.29827,17.26125,53.20524,78.03956,11.91345,12.37413,89.54452,68.77695,77.81221,45.37431
2018-05-05 11:36:00,863033069630348362,1.00000,12.11708,10.10398,14.89348,15.33009,11.86105,12.78552,5.84060,59.50075,0.42401,27.29660,62.75205,54.70666,92.79028,28.41439,45.39712,67.57168,57.43033,48.73301,40.49465,22.37739
2018-05-05 11:37:00,8630330696303481024,1.00000,14.61771,9.75092,14.35942,15.42239,9.80623,7.79953,7.20028,25.10741,5.13289,44.32799,41.61917,21.25032,60.99283,25.37604,35.85638,79.83304,6.54572,21.58783,50.70666,93.82702
2018-05-05 11:38:00,3590433799317661412,1.00000,5.40698,12.37587,15.24762,13.26765,12.17208,11.19804,10.38108,69.13383,0.00338,37.95744,51.81328,3.71468,92.28140,64.00205,77.26579,75.60691,16.17827,52.78894,0.05859,38.48168
2018-05-05 11:39:00,863033069630348479,1.00000,14.69380,11.02975,9.52515,14.88743,10.22213,7.24434,8.62893,64.22558,5.53834,46.95786,54.34847,86.56834,68.05146,25.29188,21.03283,3.78185,79.97236,68.94637,76.69561,12.76176
2018-05-05 11:40:00,8630330696303481297,1.00000,13.46665,11.75454,11.77195,11.87410,10.90238,8.90806,10.97240,58.38752,1.62550,55.84676,65.01313,32.93623,80.20941,52.11424,51.05221,20.73905,59.84533,48.76078,3.18644,71.52344
2018-05-05 11:41:00,8630330696303482063,1.00000,12.15707,14.81111,13.57122,12.08111,9.73902,15.00731,12.23994,57.73708,0.44210,36.04009,51.10556,9.67777,84.33634,6.04020,34.51901,52.98728,55.36758,97.28034,5.23446,75.35584
2018-05-05 11:42:00,3590433799317661925,1.00000,13.60786,10.80976,13.48419,14.68285,9.58460,10.44878,8.24140,47.01281,1.87177,73.71126,48.38476,63.32706,72.49129,23.73938,41.90975,93.84985,17.44548,91.93529,19.53603,82.83269
2018-05-05 11:43:00,863033069630348826,1.00000,11.58214,10.10486,14.97688,13.94980,11.29658,12.97037,6.65652,71.05480,0.24843,55.66542,52.03311,95.29259,24.72914,23.16535,36.78294,90.67909,95.72066,58.62997,3.88926,56.60133
2018-05-05 11:44:00,3590433799317661198,1.00000,12.30449,10.10776,14.06552,12.17706,9.71624,8.37432,8.31845,48.89903,0.50908,29.81780,16.04801,53.67802,39.16233,20.90175,83.55727,84.05056,53.18779,58.53873,35.30988,17.30037
2018-05-05 11:45:00,8630330696303481511,0.00000,8.58536,8.88368,12.81977,9.75315,12.34839,12.07286,15.80766,48.49047,0.01548,63.23806,43.05764,29.03006,8.43113,83.79641,19.09588,46.71126,82.46793,37.29061,20.51794,82.70413
2018-05-05 11:46:00,3590433799317662485,1.00000,12.20831,8.64617,12.68635,11.39448,10.49158,15.73527,12.56187,35.83208,0.46542,58.21949,41.18415,92.00128,58.17030,28.68041,67.15919,69.51789,4.71834,91.41243,95.40278,71.27178
2018-05-05 11:47:00,3590433799317661693,1.00000,11.92368,9.78662,16.93663,15.52364,11.51929,12.30246,2.91191,60.86424,0.34812,43.85583,37.24703,32.41158,5.75856,38.84940,16.05682,15.92406,18.36006,78.21208,45.91621,95.19393
